time (s),v("/X0" ?result "tran") (V),v("/X1" ?result "tran") (V),v("/X2" ?result "tran") (V),v("/X3" ?result "tran") (V),v("/Y0" ?result "tran") (V),v("/Y1" ?result "tran") (V),v("/Y2" ?result "tran") (V),v("/Y3" ?result "tran") (V),v("/Z0" ?result "tran") (V),v("/Z1" ?result "tran") (V),v("/Z2" ?result "tran") (V),v("/Z3" ?result "tran") (V),v("/Z4" ?result "tran") (V),v("/Z5" ?result "tran") (V),v("/Z6" ?result "tran") (V),v("/Z7" ?result "tran") (V)
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,1.257,1.200,1.200,1.200,1.200,1.200,55.92E-9,38.78E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,1.270,1.200,1.200,1.200,1.200,1.200,41.73E-9,38.79E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,1.288,1.200,1.200,1.200,1.200,1.200,50.61E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,1.277,1.200,1.200,1.200,1.200,1.200,37.96E-9,38.78E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,1.188,1.199,1.200,1.200,1.200,1.200,48.71E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,1.059,1.198,1.200,1.200,1.200,1.200,36.60E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,830.1E-3,1.196,1.200,1.200,1.200,1.200,47.53E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,575.8E-3,1.195,1.200,1.200,1.200,1.200,35.66E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,336.0E-3,1.195,1.200,1.200,1.200,1.200,46.66E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,173.5E-3,1.194,1.200,1.200,1.200,1.200,35.12E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,100.9E-3,1.195,1.200,1.200,1.200,1.200,46.11E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,62.44E-3,1.195,1.200,1.200,1.200,1.200,34.87E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,38.99E-3,1.197,1.200,1.200,1.200,1.200,45.68E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,24.48E-3,1.200,1.200,1.200,1.200,1.200,34.66E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,13.52E-3,1.207,1.200,1.200,1.200,1.200,45.28E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.141E-3,1.218,1.200,1.200,1.200,1.200,34.36E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,3.858E-3,1.232,1.200,1.200,1.200,1.200,44.86E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,2.442E-3,1.246,1.200,1.200,1.200,1.200,34.10E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,1.472E-3,1.264,1.200,1.200,1.200,1.200,44.55E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,935.4E-6,1.273,1.200,1.200,1.200,1.200,33.91E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,536.2E-6,1.223,1.200,1.200,1.200,1.200,44.32E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,387.4E-6,1.131,1.200,1.200,1.200,1.200,33.81E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,237.1E-6,975.5E-3,1.200,1.200,1.200,1.200,44.17E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,161.8E-6,770.2E-3,1.200,1.200,1.200,1.200,33.76E-9,38.77E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,90.91E-6,574.1E-3,1.199,1.200,1.200,1.200,44.05E-9,38.76E-9
675.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,72.74E-6,381.5E-3,1.199,1.200,1.200,1.200,33.75E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,32.59E-6,238.4E-3,1.198,1.200,1.200,1.200,43.96E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,37.43E-6,164.2E-3,1.198,1.200,1.200,1.200,33.76E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,8.557E-6,97.00E-3,1.198,1.200,1.200,1.200,43.89E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,20.01E-6,64.45E-3,1.197,1.200,1.200,1.200,33.77E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-1.897E-6,37.80E-3,1.196,1.200,1.200,1.200,43.82E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,12.09E-6,21.13E-3,1.195,1.200,1.200,1.200,33.79E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-5.888E-6,14.00E-3,1.195,1.200,1.200,1.200,43.77E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,9.576E-6,9.157E-3,1.196,1.200,1.200,1.200,33.82E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.794E-6,7.277E-3,1.197,1.200,1.200,1.200,43.71E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,8.676E-6,5.376E-3,1.201,1.200,1.200,1.200,33.88E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.130E-6,4.115E-3,1.208,1.200,1.200,1.200,43.65E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,8.091E-6,2.736E-3,1.223,1.200,1.200,1.200,33.93E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.347E-6,1.613E-3,1.243,1.200,1.200,1.200,43.61E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.705E-6,1.087E-3,1.256,1.200,1.200,1.200,33.96E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.355E-6,704.0E-6,1.268,1.200,1.200,1.200,43.57E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.489E-6,417.5E-6,1.277,1.200,1.200,1.200,33.99E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.331E-6,206.6E-6,1.249,1.200,1.200,1.200,43.54E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.399E-6,120.7E-6,1.135,1.200,1.200,1.200,34.01E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.277E-6,80.44E-6,973.8E-3,1.200,1.200,1.200,43.50E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.298E-6,51.48E-6,737.8E-3,1.200,1.200,1.200,34.05E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.199E-6,32.90E-6,482.3E-3,1.200,1.200,1.200,43.47E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.220E-6,22.98E-6,268.8E-3,1.200,1.200,1.200,34.08E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.027E-6,16.20E-6,129.5E-3,1.200,1.200,1.200,43.43E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.142E-6,12.81E-6,70.60E-3,1.200,1.200,1.200,34.13E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-7.009E-6,8.918E-6,35.48E-3,1.200,1.200,1.200,43.38E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,7.012E-6,6.991E-6,20.38E-3,1.200,1.200,1.200,34.18E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.909E-6,4.507E-6,11.37E-3,1.200,1.200,1.200,43.33E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.923E-6,3.114E-6,6.199E-3,1.200,1.200,1.200,34.21E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.830E-6,1.485E-6,3.544E-3,1.200,1.200,1.200,43.30E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.878E-6,1.122E-6,2.101E-3,1.200,1.200,1.200,34.24E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.789E-6,492.3E-9,1.138E-3,1.200,1.200,1.200,43.29E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.858E-6,399.2E-9,478.8E-6,1.200,1.200,1.200,34.25E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.779E-6,-1.303E-9,185.3E-6,1.200,1.200,1.200,43.28E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.848E-6,185.5E-9,45.12E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.760E-6,56.28E-9,13.96E-6,1.200,1.200,1.200,43.27E-9,38.76E-9
675.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.832E-6,246.6E-9,-5.435E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
675.2E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.756E-6,63.13E-9,5.393E-6,1.200,1.200,1.200,43.27E-9,38.76E-9
675.2E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.841E-6,248.1E-9,-5.309E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
675.3E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.776E-6,62.35E-9,5.439E-6,1.200,1.200,1.200,43.27E-9,38.76E-9
675.4E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.863E-6,248.7E-9,-5.401E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
675.7E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.790E-6,61.95E-9,5.493E-6,1.200,1.200,1.200,43.27E-9,38.76E-9
676.4E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.869E-6,248.7E-9,-5.421E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
676.7E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.794E-6,61.72E-9,5.507E-6,1.200,1.200,1.200,43.27E-9,38.76E-9
677.3E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.873E-6,248.8E-9,-5.432E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
677.6E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.799E-6,61.53E-9,5.518E-6,1.200,1.200,1.200,43.27E-9,38.76E-9
678.2E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.878E-6,248.9E-9,-5.445E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
679.1E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,-6.802E-6,61.39E-9,5.527E-6,1.200,1.200,1.200,43.27E-9,38.76E-9
680.0E-9,0.000,0.000,0.000,1.200,1.200,1.200,1.200,0.000,6.881E-6,249.0E-9,-5.457E-6,1.200,1.200,1.200,34.26E-9,38.77E-9
680.0E-9,4.688E-3,4.688E-3,4.688E-3,1.200,1.200,1.200,1.200,0.000,172.1E-6,4.559E-6,-448.6E-9,1.200,1.200,1.200,38.60E-9,38.78E-9
680.0E-9,14.06E-3,14.06E-3,14.06E-3,1.200,1.200,1.200,1.200,0.000,501.6E-6,13.43E-6,405.6E-9,1.200,1.200,1.200,38.93E-9,38.81E-9
680.0E-9,32.81E-3,32.81E-3,32.81E-3,1.200,1.200,1.200,1.200,0.000,1.067E-3,28.39E-6,92.24E-9,1.200,1.200,1.200,38.63E-9,38.84E-9
680.0E-9,68.08E-3,68.08E-3,68.08E-3,1.200,1.200,1.200,1.200,0.000,1.858E-3,47.23E-6,984.5E-9,1.200,1.200,1.200,38.93E-9,38.83E-9
680.0E-9,138.6E-3,138.6E-3,138.6E-3,1.200,1.200,1.200,1.200,0.000,2.706E-3,60.45E-6,458.1E-9,1.200,1.200,1.200,38.62E-9,38.74E-9
680.0E-9,279.7E-3,279.7E-3,279.7E-3,1.200,1.200,1.200,1.200,0.000,3.042E-3,42.04E-6,579.7E-9,1.200,1.200,1.200,38.89E-9,38.68E-9
680.0E-9,506.2E-3,506.2E-3,506.2E-3,1.200,1.200,1.200,1.200,0.000,2.816E-3,489.9E-9,-325.7E-9,1.200,1.200,1.200,38.62E-9,38.80E-9
680.0E-9,765.9E-3,765.9E-3,765.9E-3,1.200,1.200,1.200,1.200,0.000,-119.7E-6,-75.84E-6,-106.8E-9,1.200,1.200,1.200,38.92E-9,38.81E-9
680.0E-9,995.0E-3,995.0E-3,995.0E-3,1.200,1.200,1.200,1.200,0.000,-11.29E-3,-247.3E-6,-1.469E-6,1.200,1.200,1.200,38.62E-9,38.74E-9
680.0E-9,1.098,1.098,1.098,1.200,1.200,1.200,1.200,0.000,-17.48E-3,-310.0E-6,-790.1E-9,1.200,1.200,1.200,38.91E-9,38.76E-9
680.0E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,0.000,-24.17E-3,-343.7E-6,-705.8E-9,1.200,1.200,1.200,38.62E-9,38.75E-9
680.0E-9,1.200,1.200,1.200,1.187,1.200,1.200,1.200,0.000,-25.37E-3,-353.1E-6,-562.5E-9,1.200,1.200,1.200,12.52E-9,-27.32E-9
680.0E-9,1.200,1.200,1.200,1.162,1.200,1.200,1.200,0.000,-27.62E-3,-367.1E-6,-572.3E-9,1.200,1.200,1.200,-29.92E-9,-137.3E-9
680.0E-9,1.200,1.200,1.200,1.123,1.200,1.200,1.200,0.000,-30.49E-3,-372.0E-6,-332.5E-9,1.200,1.200,1.200,-61.21E-9,-167.8E-9
680.0E-9,1.200,1.200,1.200,1.046,1.200,1.200,1.200,0.000,-35.47E-3,-349.7E-6,395.3E-9,1.200,1.200,1.200,-53.52E-9,-35.17E-9
680.0E-9,1.200,1.200,1.200,922.5E-3,1.200,1.200,1.200,0.000,-43.80E-3,-292.9E-6,1.081E-6,1.200,1.200,1.200,32.86E-9,155.0E-9
680.0E-9,1.200,1.200,1.200,766.5E-3,1.200,1.200,1.200,0.000,-56.61E-3,-226.6E-6,1.284E-6,1.200,1.200,1.200,111.7E-9,174.9E-9
680.0E-9,1.200,1.200,1.200,560.7E-3,1.200,1.200,1.200,0.000,-53.49E-3,159.8E-6,3.977E-6,1.200,1.200,1.200,107.0E-9,78.43E-9
680.0E-9,1.200,1.200,1.200,387.3E-3,1.200,1.200,1.200,0.000,14.58E-3,1.109E-3,10.20E-6,1.200,1.200,1.200,62.68E-9,-1.412E-9
680.0E-9,1.200,1.200,1.200,250.9E-3,1.200,1.200,1.200,0.000,141.1E-3,2.227E-3,14.73E-6,1.200,1.200,1.200,59.06E-9,23.19E-9
680.0E-9,1.200,1.200,1.200,116.5E-3,1.200,1.200,1.200,0.000,310.3E-3,3.230E-3,14.53E-6,1.200,1.200,1.200,51.88E-9,19.92E-9
680.0E-9,1.200,1.200,1.200,4.992E-12,1.200,1.200,1.200,0.000,480.1E-3,3.887E-3,11.03E-6,1.200,1.200,1.200,37.34E-9,2.587E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,494.2E-3,3.930E-3,10.69E-6,1.200,1.200,1.200,65.74E-9,76.53E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,522.3E-3,4.013E-3,9.993E-6,1.200,1.200,1.200,110.8E-9,185.1E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,536.4E-3,4.054E-3,9.640E-6,1.200,1.200,1.200,126.2E-9,215.1E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,564.8E-3,4.131E-3,8.932E-6,1.200,1.200,1.200,146.7E-9,244.0E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,621.9E-3,4.277E-3,7.526E-6,1.200,1.200,1.200,154.6E-9,217.8E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,735.4E-3,4.539E-3,4.870E-6,1.200,1.200,1.200,100.7E-9,36.09E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,918.1E-3,4.956E-3,1.196E-6,1.200,1.200,1.200,-25.10E-9,-225.6E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.039,5.334E-3,-857.8E-9,1.200,1.200,1.200,-96.94E-9,-199.6E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.101,5.706E-3,-1.498E-6,1.200,1.200,1.200,-103.0E-9,-57.16E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.139,5.948E-3,-1.718E-6,1.200,1.200,1.200,-68.62E-9,70.69E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.159,5.327E-3,-5.242E-6,1.200,1.200,1.200,-21.92E-9,117.6E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.173,2.315E-3,-19.37E-6,1.200,1.200,1.200,26.10E-9,133.5E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.182,-4.339E-3,-48.37E-6,1.200,1.200,1.200,57.01E-9,121.7E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.186,-11.98E-3,-78.69E-6,1.200,1.200,1.200,72.42E-9,104.0E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.190,-21.26E-3,-106.5E-6,1.200,1.200,1.200,79.47E-9,82.03E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.192,-31.04E-3,-124.5E-6,1.200,1.200,1.200,80.12E-9,64.94E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.194,-40.57E-3,-139.9E-6,1.200,1.200,1.200,77.48E-9,52.13E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.195,-49.89E-3,-158.4E-6,1.200,1.200,1.200,73.63E-9,44.09E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.196,-59.05E-3,-173.3E-6,1.200,1.200,1.200,69.19E-9,37.76E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.197,-69.77E-3,-181.1E-6,1.200,1.200,1.200,63.88E-9,33.45E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.197,-79.75E-3,-165.7E-6,1.200,1.200,1.200,58.89E-9,30.14E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.198,-91.87E-3,-76.58E-6,1.200,1.200,1.200,52.97E-9,28.60E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.198,-99.67E-3,60.45E-6,1.200,1.200,1.200,48.61E-9,28.15E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.199,-102.3E-3,204.6E-6,1.200,1.200,1.200,45.19E-9,29.15E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.199,-96.94E-3,353.7E-6,1.200,1.200,1.200,42.32E-9,29.52E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.199,-72.54E-3,487.6E-6,1.200,1.200,1.200,39.60E-9,31.15E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.199,-31.93E-3,543.2E-6,1.200,1.200,1.200,37.93E-9,32.38E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.199,48.83E-3,555.5E-6,1.200,1.200,1.200,36.85E-9,35.17E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,167.7E-3,531.3E-6,1.200,1.200,1.200,36.22E-9,36.65E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,300.4E-3,503.4E-6,1.200,1.200,1.200,36.19E-9,38.49E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,415.4E-3,503.3E-6,1.200,1.200,1.200,36.24E-9,38.54E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,539.7E-3,555.3E-6,1.200,1.200,1.200,36.42E-9,38.95E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,686.2E-3,728.3E-6,1.200,1.200,1.200,36.56E-9,38.27E-9
680.0E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,808.2E-3,996.4E-6,1.200,1.200,1.200,36.77E-9,38.45E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,914.5E-3,1.316E-3,1.200,1.200,1.200,37.19E-9,38.90E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,993.5E-3,1.442E-3,1.200,1.200,1.200,37.93E-9,39.65E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,1.026,1.186E-3,1.200,1.200,1.200,38.10E-9,38.15E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,1.028,367.5E-6,1.200,1.200,1.200,38.21E-9,38.84E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,980.2E-3,-1.817E-3,1.200,1.200,1.200,38.19E-9,38.62E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,877.7E-3,-5.358E-3,1.200,1.200,1.200,38.31E-9,38.99E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,743.8E-3,-10.85E-3,1.200,1.200,1.200,38.55E-9,38.82E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,589.1E-3,-18.65E-3,1.200,1.200,1.200,38.84E-9,38.79E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,434.7E-3,-29.55E-3,1.200,1.200,1.200,39.00E-9,38.26E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,298.1E-3,-46.28E-3,1.200,1.200,1.200,38.96E-9,38.82E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,233.0E-3,-60.91E-3,1.200,1.200,1.200,39.03E-9,38.66E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,182.8E-3,-74.89E-3,1.200,1.200,1.200,40.15E-9,39.25E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,146.2E-3,-75.63E-3,1.200,1.200,1.200,41.80E-9,38.92E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,115.6E-3,-50.57E-3,1.200,1.200,1.200,42.47E-9,39.22E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,88.80E-3,10.70E-3,1.200,1.200,1.200,40.21E-9,38.73E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,67.63E-3,101.0E-3,1.200,1.200,1.200,36.66E-9,38.83E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,52.58E-3,198.3E-3,1.200,1.200,1.200,33.68E-9,38.41E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,40.46E-3,305.2E-3,1.200,1.200,1.200,32.40E-9,38.78E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,30.73E-3,420.1E-3,1.200,1.200,1.200,33.11E-9,38.62E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,23.20E-3,537.2E-3,1.200,1.200,1.200,35.27E-9,39.14E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,17.43E-3,653.7E-3,1.200,1.200,1.200,37.97E-9,38.99E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,13.72E-3,745.7E-3,1.200,1.200,1.200,39.61E-9,39.36E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,10.63E-3,833.9E-3,1.200,1.200,1.200,39.88E-9,39.04E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,7.311E-3,933.1E-3,1.200,1.200,1.200,37.98E-9,39.23E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,5.369E-3,992.7E-3,1.200,1.200,1.200,32.65E-9,38.83E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,3.854E-3,1.041,1.200,1.200,1.200,28.08E-9,38.98E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,2.662E-3,1.085,1.200,1.200,1.200,29.83E-9,38.56E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,1.815E-3,1.123,1.200,1.200,1.200,45.78E-9,38.81E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,1.269E-3,1.154,1.200,1.200,1.200,60.64E-9,38.48E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,901.6E-6,1.178,1.200,1.200,1.200,60.41E-9,38.71E-9
680.1E-9,1.200,1.200,1.200,0.000,1.200,1.200,1.200,0.000,1.200,665.7E-6,1.198,1.200,1.200,1.200,48.14E-9,38.40E-9
