time (s),v("/X0" ?result "tran") (V),v("/X1" ?result "tran") (V),v("/X2" ?result "tran") (V),v("/X3" ?result "tran") (V),v("/Y0" ?result "tran") (V),v("/Y1" ?result "tran") (V),v("/Y2" ?result "tran") (V),v("/Y3" ?result "tran") (V),v("/Z0" ?result "tran") (V),v("/Z1" ?result "tran") (V),v("/Z2" ?result "tran") (V),v("/Z3" ?result "tran") (V),v("/Z4" ?result "tran") (V),v("/Z5" ?result "tran") (V),v("/Z6" ?result "tran") (V),v("/Z7" ?result "tran") (V)
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.77E-9,155.1E-9,38.77E-9,38.77E-9,155.1E-9,38.77E-9,38.77E-9,38.77E-9
9.766E-15,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,63.73E-6,1.476E-6,57.64E-9,44.14E-9,155.3E-9,38.77E-9,43.97E-9,54.42E-9
29.30E-15,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,196.9E-6,5.005E-6,114.4E-9,60.29E-9,156.2E-9,38.78E-9,59.53E-9,97.83E-9
68.36E-15,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,451.8E-6,11.98E-6,227.5E-9,94.46E-9,157.9E-9,38.81E-9,92.46E-9,183.0E-9
143.7E-15,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,899.2E-6,24.09E-6,411.5E-9,151.4E-9,160.7E-9,38.85E-9,147.5E-9,315.7E-9
294.4E-15,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,1.653E-3,43.75E-6,672.0E-9,235.5E-9,164.1E-9,38.90E-9,229.3E-9,486.6E-9
595.9E-15,71.51E-3,71.51E-3,71.51E-3,71.51E-3,71.51E-3,71.51E-3,71.51E-3,71.51E-3,2.700E-3,68.22E-6,878.4E-9,314.0E-9,165.5E-9,38.89E-9,307.3E-9,570.6E-9
1.199E-12,143.9E-3,143.9E-3,143.9E-3,143.9E-3,143.9E-3,143.9E-3,143.9E-3,143.9E-3,3.619E-3,78.80E-6,637.4E-9,244.5E-9,158.4E-9,38.75E-9,242.7E-9,338.8E-9
2.405E-12,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,3.591E-3,43.49E-6,-250.3E-9,19.59E-9,145.3E-9,38.62E-9,27.36E-9,-370.2E-9
3.839E-12,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,3.364E-3,430.9E-9,-493.9E-9,-115.7E-9,149.5E-9,38.75E-9,-112.3E-9,-220.8E-9
5.516E-12,662.0E-3,662.0E-3,662.0E-3,662.0E-3,662.0E-3,662.0E-3,662.0E-3,662.0E-3,4.632E-3,12.34E-6,75.55E-9,-1.848E-9,160.2E-9,38.86E-9,-6.290E-9,219.4E-9
7.095E-12,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,4.678E-3,-5.308E-6,-131.1E-9,-37.22E-9,155.1E-9,38.75E-9,-36.45E-9,-32.37E-9
8.478E-12,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,-425.2E-6,-130.4E-6,-1.314E-6,-429.7E-9,143.6E-9,38.64E-9,-421.5E-9,-689.9E-9
9.239E-12,1.109,1.109,1.109,1.109,1.109,1.109,1.109,1.109,-6.408E-3,-237.1E-6,-1.910E-6,-675.6E-9,141.9E-9,38.66E-9,-667.5E-9,-854.8E-9
10.00E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-12.75E-3,-332.0E-6,-1.922E-6,-759.1E-9,148.3E-9,38.78E-9,-756.3E-9,-644.9E-9
10.02E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-13.09E-3,-337.1E-6,-1.959E-6,-771.1E-9,148.0E-9,38.78E-9,-768.0E-9,-669.3E-9
10.07E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-13.76E-3,-347.7E-6,-2.044E-6,-798.2E-9,147.2E-9,38.76E-9,-794.5E-9,-725.6E-9
10.17E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-15.00E-3,-366.8E-6,-2.162E-6,-839.8E-9,146.2E-9,38.75E-9,-835.3E-9,-793.3E-9
10.35E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-17.20E-3,-396.1E-6,-2.205E-6,-872.3E-9,147.2E-9,38.77E-9,-868.6E-9,-776.3E-9
10.73E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-20.77E-3,-427.1E-6,-1.811E-6,-800.3E-9,155.1E-9,38.88E-9,-802.5E-9,-413.2E-9
11.48E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-25.98E-3,-414.2E-6,-316.3E-9,-384.2E-9,174.7E-9,39.09E-9,-399.9E-9,495.5E-9
12.58E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-31.92E-3,-319.1E-6,1.275E-6,256.3E-9,184.5E-9,39.05E-9,240.2E-9,1.142E-6
13.99E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-40.91E-3,-212.6E-6,1.644E-6,523.2E-9,168.2E-9,38.69E-9,518.2E-9,829.6E-9
15.89E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-58.07E-3,-142.3E-6,985.4E-9,444.5E-9,146.4E-9,38.53E-9,451.4E-9,152.3E-9
17.09E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-59.95E-3,63.86E-6,2.571E-6,1.057E-6,164.6E-9,38.88E-9,1.051E-6,1.083E-6
18.13E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-32.83E-3,553.7E-6,6.558E-6,2.558E-6,206.9E-9,39.33E-9,2.527E-6,3.344E-6
19.22E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,48.73E-3,1.517E-3,12.36E-6,4.638E-6,244.0E-9,39.41E-9,4.589E-6,5.973E-6
20.23E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,174.8E-3,2.501E-3,15.01E-6,6.079E-6,211.8E-9,38.72E-9,6.052E-6,5.807E-6
21.24E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,333.9E-3,3.354E-3,13.85E-6,6.081E-6,134.6E-9,37.84E-9,6.099E-6,3.398E-6
22.30E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,522.9E-3,4.021E-3,9.757E-6,4.752E-6,66.61E-9,37.49E-9,4.807E-6,224.4E-9
23.49E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,743.6E-3,4.562E-3,4.574E-6,2.757E-6,35.80E-9,37.84E-9,2.825E-6,-2.683E-6
24.64E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,936.6E-3,4.999E-3,770.5E-9,641.6E-9,44.31E-9,38.42E-9,698.5E-9,-3.853E-6
25.64E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.055,5.398E-3,-1.207E-6,-1.452E-6,68.52E-9,38.84E-9,-1.403E-6,-4.327E-6
26.51E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.108,5.759E-3,-1.735E-6,-3.444E-6,88.06E-9,38.93E-9,-3.416E-6,-4.652E-6
27.68E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.147,5.864E-3,-2.794E-6,-7.301E-6,100.3E-9,38.52E-9,-7.287E-6,-5.318E-6
28.54E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.163,4.886E-3,-8.243E-6,-12.35E-6,77.95E-9,37.57E-9,-12.32E-6,-6.898E-6
29.62E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.176,840.2E-6,-28.69E-6,-25.13E-6,-8.519E-9,35.14E-9,-25.07E-6,-10.83E-6
30.56E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.183,-5.959E-3,-61.38E-6,-42.41E-6,-84.99E-9,34.59E-9,-42.33E-6,-13.46E-6
31.90E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.189,-18.85E-3,-126.1E-6,-65.39E-6,-26.11E-9,37.81E-9,-65.39E-6,-10.52E-6
32.91E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.192,-30.24E-3,-170.7E-6,-76.48E-6,109.5E-9,40.43E-9,-76.58E-6,-5.211E-6
33.74E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.194,-40.93E-3,-178.6E-6,-83.08E-6,210.0E-9,42.61E-9,-83.22E-6,-1.288E-6
34.64E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.195,-53.16E-3,-171.7E-6,-90.46E-6,255.0E-9,52.27E-9,-90.61E-6,1.001E-6
35.68E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.197,-67.23E-3,-159.4E-6,-98.98E-6,166.8E-9,69.23E-9,-99.04E-6,-2.490E-6
36.53E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.197,-77.97E-3,-133.3E-6,-90.47E-6,25.19E-9,71.21E-9,-90.32E-6,-16.51E-6
37.25E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.198,-85.88E-3,-75.11E-6,-41.66E-6,156.7E-9,63.01E-9,-41.38E-6,-29.17E-6
38.22E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.198,-93.56E-3,67.57E-6,88.24E-6,993.1E-9,48.77E-9,88.43E-6,-34.54E-6
39.02E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,-95.24E-3,210.5E-6,233.3E-6,1.989E-6,37.30E-9,233.3E-6,-20.95E-6
40.12E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,-85.84E-3,399.6E-6,416.8E-6,3.077E-6,22.03E-9,416.3E-6,15.24E-6
41.16E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,-59.88E-3,511.5E-6,527.0E-6,3.043E-6,6.148E-9,526.3E-6,45.71E-6
42.70E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,14.80E-3,562.2E-6,575.8E-6,1.466E-6,-2.299E-9,575.3E-6,60.13E-6
43.98E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,107.1E-3,553.5E-6,552.2E-6,-229.3E-9,7.519E-9,552.2E-6,49.23E-6
45.47E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,228.0E-3,568.1E-6,501.6E-6,-1.618E-6,27.23E-9,502.0E-6,25.58E-6
46.88E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,342.1E-3,659.2E-6,453.3E-6,-1.956E-6,43.06E-9,453.8E-6,8.691E-6
48.55E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,465.6E-3,892.7E-6,409.5E-6,-1.581E-6,49.88E-9,409.9E-6,-4.118E-6
50.40E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,576.2E-3,1.256E-3,355.6E-6,-986.8E-9,42.11E-9,355.8E-6,-10.85E-6
52.44E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,657.0E-3,1.556E-3,254.3E-6,-656.1E-9,25.04E-9,254.4E-6,-11.96E-6
54.43E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,690.2E-3,1.578E-3,4.244E-6,-1.171E-6,19.58E-9,4.253E-6,-10.79E-6
56.65E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,663.3E-3,1.026E-3,-849.6E-6,-3.963E-6,39.32E-9,-849.7E-6,-8.817E-6
58.25E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,592.7E-3,-148.0E-6,-2.074E-3,-7.846E-6,59.49E-9,-2.075E-3,-6.945E-6
59.93E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,472.3E-3,-2.755E-3,-4.127E-3,-13.02E-6,52.80E-9,-4.128E-3,-4.516E-6
61.85E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,307.3E-3,-8.740E-3,-7.385E-3,-18.38E-6,31.58E-9,-7.387E-3,-2.880E-6
63.47E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,195.0E-3,-17.47E-3,-10.80E-3,-21.14E-6,55.31E-9,-10.80E-3,2.810E-6
64.74E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,138.5E-3,-27.54E-3,-13.96E-3,-22.52E-6,98.24E-9,-13.97E-3,11.49E-6
66.07E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,97.03E-3,-43.79E-3,-18.02E-3,-24.76E-6,76.62E-9,-18.04E-3,14.28E-6
67.37E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,68.33E-3,-67.94E-3,-23.33E-3,-29.66E-6,-9.424E-9,-23.37E-3,7.047E-6
68.61E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,48.99E-3,-78.33E-3,-30.42E-3,-38.13E-6,-115.9E-9,-30.48E-3,-1.565E-6
69.89E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,34.83E-3,-32.70E-3,-40.06E-3,-46.23E-6,-135.3E-9,-40.13E-3,-7.535E-6
70.88E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,26.84E-3,47.00E-3,-47.17E-3,-39.39E-6,49.63E-9,-47.23E-3,-9.543E-6
71.78E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,21.20E-3,140.9E-3,-48.29E-3,-3.152E-6,498.5E-9,-48.28E-3,-13.85E-6
72.85E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,16.10E-3,262.1E-3,-32.89E-3,95.82E-6,1.340E-6,-32.75E-3,-31.64E-6
73.79E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,12.67E-3,371.6E-3,2.372E-3,243.5E-6,2.301E-6,2.657E-3,-62.38E-6
74.92E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,9.537E-3,502.8E-3,72.17E-3,426.4E-6,2.502E-6,72.61E-3,-107.1E-6
76.10E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,7.117E-3,634.7E-3,169.2E-3,577.1E-6,1.650E-6,169.7E-3,-135.1E-6
77.28E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.326E-3,757.3E-3,284.2E-3,663.7E-6,229.2E-9,284.8E-3,-130.4E-6
78.83E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.661E-3,887.4E-3,446.5E-3,688.1E-6,-1.473E-6,447.1E-3,-111.3E-6
80.02E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,2.771E-3,959.0E-3,573.4E-3,665.7E-6,-2.062E-6,574.0E-3,-104.1E-6
81.64E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.903E-3,1.030,737.8E-3,625.2E-6,-2.120E-6,738.4E-3,-112.6E-6
83.22E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.341E-3,1.082,872.1E-3,599.7E-6,-1.316E-6,872.5E-3,-41.71E-6
84.83E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,945.8E-6,1.124,967.9E-3,604.9E-6,1.653E-6,968.2E-3,351.4E-6
86.43E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,686.8E-6,1.157,1.031,651.7E-6,4.265E-6,1.031,1.175E-3
87.80E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,524.2E-6,1.177,1.070,722.1E-6,3.707E-6,1.071,1.922E-3
89.09E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,415.6E-6,1.181,1.099,788.1E-6,674.8E-9,1.099,2.332E-3
90.63E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,312.7E-6,1.140,1.125,819.0E-6,-3.628E-6,1.125,2.503E-3
91.93E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,252.2E-6,1.049,1.141,791.0E-6,-5.792E-6,1.141,2.434E-3
93.36E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,196.9E-6,890.6E-3,1.155,611.0E-6,-9.030E-6,1.156,2.066E-3
94.81E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,161.2E-6,677.3E-3,1.166,-454.7E-6,-10.35E-6,1.166,933.6E-6
95.93E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,135.2E-6,494.8E-3,1.173,-2.676E-3,-3.946E-6,1.173,-1.533E-3
97.18E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,117.4E-6,297.4E-3,1.179,-6.521E-3,3.484E-6,1.178,-7.443E-3
98.35E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,98.64E-6,161.4E-3,1.183,-10.80E-3,5.342E-6,1.182,-15.49E-3
99.27E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,90.57E-6,101.0E-3,1.186,-14.18E-3,3.516E-6,1.185,-22.71E-3
100.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,74.84E-6,56.22E-3,1.190,-18.58E-3,-2.638E-6,1.187,-34.02E-3
101.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,68.19E-6,35.49E-3,1.192,-22.39E-3,-10.40E-6,1.189,-46.86E-3
102.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,56.27E-6,21.54E-3,1.194,-27.24E-3,-20.62E-6,1.191,-68.22E-3
104.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,50.70E-6,12.92E-3,1.196,-32.91E-3,-31.95E-6,1.192,-68.54E-3
105.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,43.23E-6,9.473E-3,1.197,-34.85E-3,-37.25E-6,1.193,5.881E-3
106.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,42.65E-6,7.721E-3,1.197,-30.98E-3,-40.18E-6,1.193,133.3E-3
107.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,37.03E-6,6.384E-3,1.198,-16.98E-3,-43.60E-6,1.193,320.6E-3
108.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,37.00E-6,5.411E-3,1.198,9.821E-3,-48.42E-6,1.193,536.9E-3
109.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,32.18E-6,4.691E-3,1.199,50.70E-3,-54.77E-6,1.193,759.8E-3
110.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,32.74E-6,4.159E-3,1.199,99.91E-3,-57.19E-6,1.194,938.5E-3
110.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,28.74E-6,3.786E-3,1.199,152.0E-3,-44.25E-6,1.195,1.046
111.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,29.76E-6,3.481E-3,1.199,205.3E-3,-7.464E-6,1.196,1.099
112.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,25.75E-6,3.136E-3,1.198,289.5E-3,86.16E-6,1.201,1.142
113.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,26.86E-6,2.919E-3,1.198,354.6E-3,185.1E-6,1.206,1.160
114.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,23.21E-6,2.683E-3,1.198,450.9E-3,319.7E-6,1.215,1.176
115.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,23.67E-6,2.413E-3,1.197,594.5E-3,452.6E-6,1.228,1.187
117.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,19.98E-6,2.207E-3,1.197,749.6E-3,518.0E-6,1.240,1.193
118.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,20.62E-6,2.006E-3,1.197,909.0E-3,524.5E-6,1.252,1.196
119.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,17.27E-6,1.863E-3,1.197,1.020,497.8E-6,1.262,1.198
121.0E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,18.28E-6,1.733E-3,1.197,1.084,464.2E-6,1.270,1.199
122.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,14.94E-6,1.599E-3,1.198,1.133,422.9E-6,1.276,1.199
124.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,15.98E-6,1.486E-3,1.201,1.156,390.8E-6,1.271,1.200
125.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,13.05E-6,1.399E-3,1.208,1.171,347.4E-6,1.242,1.200
126.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,14.26E-6,1.315E-3,1.217,1.180,288.5E-6,1.174,1.200
128.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,11.55E-6,1.250E-3,1.227,1.185,176.4E-6,1.051,1.200
129.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,12.81E-6,1.178E-3,1.238,1.189,-55.06E-6,886.4E-3,1.200
131.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,10.20E-6,1.120E-3,1.244,1.192,-605.7E-6,671.4E-3,1.200
132.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,11.49E-6,1.056E-3,1.215,1.194,-1.560E-3,450.1E-3,1.200
133.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,9.148E-6,1.017E-3,1.139,1.195,-2.853E-3,268.5E-3,1.200
134.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,10.62E-6,976.6E-6,1.039,1.195,-4.234E-3,154.0E-3,1.200
136.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,8.425E-6,949.5E-6,901.4E-3,1.196,-6.002E-3,84.12E-3,1.200
137.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,9.850E-6,910.5E-6,730.4E-3,1.196,-8.131E-3,46.18E-3,1.200
138.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,7.737E-6,886.5E-6,544.5E-3,1.197,-10.53E-3,26.10E-3,1.200
139.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,9.145E-6,850.2E-6,346.2E-3,1.197,-13.45E-3,14.93E-3,1.200
140.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,7.106E-6,826.6E-6,182.0E-3,1.198,-17.18E-3,8.938E-3,1.200
141.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,8.576E-6,799.7E-6,111.3E-3,1.198,-20.65E-3,6.539E-3,1.200
142.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,6.648E-6,783.8E-6,66.76E-3,1.199,-25.60E-3,4.867E-3,1.200
143.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,8.067E-6,758.0E-6,41.88E-3,1.199,-31.91E-3,3.852E-3,1.200
145.0E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,6.194E-6,742.3E-6,25.86E-3,1.199,-40.68E-3,3.046E-3,1.200
146.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,7.534E-6,712.7E-6,15.70E-3,1.199,-48.18E-3,2.413E-3,1.200
147.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.653E-6,693.0E-6,9.984E-3,1.199,-31.54E-3,1.878E-3,1.200
149.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,6.987E-6,665.3E-6,7.215E-3,1.198,29.66E-3,1.529E-3,1.200
150.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.192E-6,650.1E-6,5.605E-3,1.195,133.2E-3,1.225E-3,1.200
152.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,6.522E-6,625.3E-6,4.548E-3,1.190,264.3E-3,1.007E-3,1.200
153.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.761E-6,610.0E-6,3.756E-3,1.184,429.9E-3,780.0E-6,1.200
155.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,6.063E-6,585.2E-6,3.169E-3,1.180,600.0E-3,622.9E-6,1.200
156.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.352E-6,571.7E-6,2.752E-3,1.178,762.8E-3,453.9E-6,1.200
158.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.651E-6,549.2E-6,2.413E-3,1.178,892.2E-3,307.9E-6,1.200
159.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.010E-6,539.4E-6,2.190E-3,1.179,973.5E-3,157.1E-6,1.200
161.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.294E-6,518.2E-6,1.955E-3,1.183,1.037,65.64E-6,1.200
163.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.660E-6,506.4E-6,1.771E-3,1.189,1.085,-43.00E-6,1.200
165.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.941E-6,487.0E-6,1.607E-3,1.195,1.117,120.2E-6,1.200
166.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.385E-6,479.9E-6,1.509E-3,1.200,1.137,750.1E-6,1.200
168.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.666E-6,463.3E-6,1.396E-3,1.206,1.153,1.704E-3,1.200
169.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.156E-6,457.7E-6,1.327E-3,1.212,1.164,2.318E-3,1.200
170.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.424E-6,442.5E-6,1.237E-3,1.220,1.175,2.522E-3,1.200
172.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,2.941E-6,436.7E-6,1.178E-3,1.230,1.185,2.356E-3,1.200
173.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.195E-6,422.6E-6,1.104E-3,1.242,1.194,2.013E-3,1.200
