time (s),v("/X0" ?result "tran") (V),v("/X1" ?result "tran") (V),v("/X2" ?result "tran") (V),v("/X3" ?result "tran") (V),v("/Y0" ?result "tran") (V),v("/Y1" ?result "tran") (V),v("/Y2" ?result "tran") (V),v("/Y3" ?result "tran") (V),v("/Z0" ?result "tran") (V),v("/Z1" ?result "tran") (V),v("/Z2" ?result "tran") (V),v("/Z3" ?result "tran") (V),v("/Z4" ?result "tran") (V),v("/Z5" ?result "tran") (V),v("/Z6" ?result "tran") (V),v("/Z7" ?result "tran") (V)
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.77E-9,155.1E-9,155.1E-9,155.1E-9,38.77E-9,38.77E-9,38.77E-9,38.77E-9
9.766E-15,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,1.172E-3,63.73E-6,1.478E-6,1.143E-6,1.142E-6,150.9E-9,150.1E-9,150.7E-9,641.6E-9
29.30E-15,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,3.516E-3,196.9E-6,5.017E-6,3.788E-6,3.784E-6,473.0E-9,471.4E-9,473.9E-9,2.191E-6
68.36E-15,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,8.203E-3,451.8E-6,12.01E-6,9.009E-6,8.998E-6,1.114E-6,1.112E-6,1.118E-6,5.202E-6
143.7E-15,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,17.25E-3,899.2E-6,24.15E-6,18.05E-6,18.02E-6,2.226E-6,2.227E-6,2.241E-6,10.34E-6
294.4E-15,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,35.33E-3,1.653E-3,43.85E-6,32.65E-6,32.60E-6,4.053E-6,4.067E-6,4.093E-6,18.51E-6
595.8E-15,71.50E-3,71.50E-3,71.50E-3,71.50E-3,71.50E-3,71.50E-3,71.50E-3,71.50E-3,2.700E-3,68.36E-6,50.64E-6,50.57E-6,6.432E-6,6.488E-6,6.533E-6,28.16E-6
1.199E-12,143.8E-3,143.8E-3,143.8E-3,143.8E-3,143.8E-3,143.8E-3,143.8E-3,143.8E-3,3.619E-3,78.89E-6,58.03E-6,57.94E-6,7.976E-6,8.107E-6,8.167E-6,31.31E-6
2.404E-12,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,288.5E-3,3.591E-3,43.44E-6,33.77E-6,33.73E-6,6.017E-6,6.221E-6,6.260E-6,18.07E-6
3.839E-12,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,460.7E-3,3.364E-3,335.6E-9,1.274E-6,1.305E-6,2.501E-6,2.537E-6,2.540E-6,3.947E-6
5.516E-12,661.9E-3,661.9E-3,661.9E-3,661.9E-3,661.9E-3,661.9E-3,661.9E-3,661.9E-3,4.631E-3,12.34E-6,9.801E-6,9.821E-6,4.011E-6,3.927E-6,3.914E-6,8.570E-6
7.094E-12,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,851.3E-3,4.678E-3,-5.328E-6,-3.687E-6,-3.656E-6,2.417E-6,2.350E-6,2.325E-6,688.6E-9
8.478E-12,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,-423.6E-6,-130.6E-6,-97.52E-6,-97.40E-6,-8.964E-6,-9.227E-6,-9.304E-6,-55.01E-6
9.239E-12,1.109,1.109,1.109,1.109,1.109,1.109,1.109,1.109,-6.407E-3,-237.3E-6,-176.3E-6,-176.1E-6,-18.16E-6,-18.59E-6,-18.75E-6,-95.63E-6
10.00E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-12.75E-3,-332.2E-6,-245.7E-6,-245.4E-6,-28.14E-6,-28.76E-6,-28.98E-6,-130.7E-6
10.02E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-13.09E-3,-337.3E-6,-249.5E-6,-249.2E-6,-28.65E-6,-29.28E-6,-29.51E-6,-132.9E-6
10.07E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-13.76E-3,-347.9E-6,-257.4E-6,-257.1E-6,-29.73E-6,-30.36E-6,-30.59E-6,-137.5E-6
10.17E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-15.00E-3,-367.1E-6,-271.7E-6,-271.4E-6,-31.70E-6,-32.36E-6,-32.60E-6,-145.4E-6
10.35E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-17.20E-3,-396.4E-6,-293.2E-6,-292.9E-6,-34.96E-6,-35.67E-6,-35.93E-6,-156.7E-6
10.73E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-20.78E-3,-427.3E-6,-315.2E-6,-314.8E-6,-39.58E-6,-40.38E-6,-40.67E-6,-166.5E-6
11.48E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-25.98E-3,-414.2E-6,-303.5E-6,-303.2E-6,-44.11E-6,-44.92E-6,-45.23E-6,-156.9E-6
12.58E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-31.92E-3,-318.8E-6,-232.1E-6,-231.9E-6,-45.39E-6,-45.89E-6,-46.12E-6,-121.0E-6
13.99E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-40.91E-3,-212.2E-6,-154.6E-6,-154.7E-6,-44.63E-6,-44.59E-6,-44.64E-6,-87.79E-6
15.89E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-58.08E-3,-142.0E-6,-103.8E-6,-104.0E-6,-40.46E-6,-39.98E-6,-39.85E-6,-59.73E-6
17.10E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-59.91E-3,65.34E-6,50.69E-6,50.31E-6,-21.84E-6,-21.14E-6,-20.88E-6,27.84E-6
18.13E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-32.65E-3,557.1E-6,412.1E-6,411.3E-6,21.25E-6,22.23E-6,22.92E-6,203.2E-6
19.22E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,49.13E-3,1.522E-3,1.115E-3,1.114E-3,109.9E-6,111.1E-6,112.2E-6,494.3E-6
20.23E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,175.4E-3,2.506E-3,1.832E-3,1.830E-3,205.8E-6,208.1E-6,209.6E-6,787.5E-6
21.24E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,334.7E-3,3.359E-3,2.451E-3,2.449E-3,295.3E-6,298.4E-6,300.2E-6,1.012E-3
22.30E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,523.8E-3,4.024E-3,2.932E-3,2.929E-3,372.5E-6,375.8E-6,377.5E-6,1.150E-3
23.49E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,744.5E-3,4.564E-3,3.318E-3,3.316E-3,437.9E-6,440.6E-6,441.9E-6,1.209E-3
24.64E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,937.3E-3,5.000E-3,3.624E-3,3.623E-3,482.1E-6,483.8E-6,484.5E-6,1.201E-3
25.65E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.055,5.399E-3,3.891E-3,3.891E-3,508.6E-6,509.0E-6,509.2E-6,1.160E-3
26.51E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.108,5.759E-3,4.104E-3,4.104E-3,523.7E-6,523.1E-6,522.9E-6,1.108E-3
27.69E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.147,5.858E-3,3.975E-3,3.976E-3,535.1E-6,533.6E-6,532.9E-6,1.017E-3
28.55E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.163,4.861E-3,2.916E-3,2.918E-3,536.2E-6,535.2E-6,534.2E-6,938.8E-6
29.64E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.176,764.5E-6,-1.111E-3,-1.109E-3,529.9E-6,531.8E-6,530.5E-6,826.6E-6
30.62E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.183,-6.474E-3,-8.152E-3,-8.149E-3,518.5E-6,524.1E-6,522.6E-6,711.1E-6
31.98E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.190,-19.72E-3,-20.84E-3,-20.84E-3,496.7E-6,506.0E-6,504.4E-6,514.8E-6
32.96E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.192,-30.89E-3,-30.62E-3,-30.61E-3,474.1E-6,483.0E-6,481.2E-6,320.6E-6
33.79E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.194,-41.54E-3,-38.71E-3,-38.70E-3,446.3E-6,452.6E-6,450.7E-6,101.0E-6
34.68E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.195,-53.66E-3,-46.92E-3,-46.92E-3,404.0E-6,407.1E-6,404.7E-6,-220.9E-6
35.98E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.197,-71.09E-3,-58.23E-3,-58.22E-3,328.9E-6,320.2E-6,316.8E-6,-776.5E-6
37.16E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.198,-84.87E-3,-67.62E-3,-67.61E-3,233.3E-6,218.1E-6,212.6E-6,-1.363E-3
38.27E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.198,-93.60E-3,-73.88E-3,-73.86E-3,3.317E-6,-19.26E-6,-29.38E-6,-2.097E-3
39.34E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,-93.75E-3,-71.38E-3,-71.35E-3,-848.8E-6,-871.6E-6,-882.8E-6,-2.566E-3
40.59E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,-75.98E-3,-42.36E-3,-42.33E-3,-3.147E-3,-3.162E-3,-3.168E-3,-2.604E-3
41.82E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,-33.51E-3,29.94E-3,29.98E-3,-6.207E-3,-6.212E-3,-6.205E-3,-2.169E-3
43.12E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.199,41.88E-3,154.7E-3,154.8E-3,-9.090E-3,-9.089E-3,-9.070E-3,-1.601E-3
44.83E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,171.7E-3,366.2E-3,366.3E-3,-11.84E-3,-11.83E-3,-11.80E-3,-1.005E-3
46.20E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,281.8E-3,555.7E-3,555.8E-3,-13.51E-3,-13.51E-3,-13.48E-3,-692.3E-6
47.71E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,397.1E-3,765.3E-3,765.4E-3,-15.41E-3,-15.41E-3,-15.37E-3,-485.0E-6
49.17E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,494.3E-3,942.2E-3,942.3E-3,-17.70E-3,-17.70E-3,-17.65E-3,-362.6E-6
50.52E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,566.7E-3,1.054,1.055,-20.49E-3,-20.49E-3,-20.42E-3,-287.0E-6
51.78E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,616.5E-3,1.112,1.112,-23.77E-3,-23.76E-3,-23.67E-3,-235.1E-6
52.94E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,646.8E-3,1.143,1.143,-27.19E-3,-27.18E-3,-27.06E-3,-196.4E-6
54.20E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,661.8E-3,1.164,1.164,-29.98E-3,-29.95E-3,-29.85E-3,-159.8E-6
55.71E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,651.8E-3,1.179,1.179,-25.72E-3,-25.70E-3,-25.81E-3,-117.9E-6
57.68E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,581.5E-3,1.189,1.189,18.73E-3,18.64E-3,17.66E-3,-67.75E-6
59.30E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,474.6E-3,1.194,1.194,128.5E-3,128.2E-3,126.4E-3,-34.58E-6
60.65E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,361.5E-3,1.196,1.196,269.4E-3,269.1E-3,267.3E-3,2.376E-6
61.91E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,258.4E-3,1.197,1.197,431.1E-3,430.9E-3,430.0E-3,29.12E-6
63.23E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,179.3E-3,1.198,1.198,622.1E-3,622.2E-3,623.0E-3,56.22E-6
64.42E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,130.5E-3,1.198,1.199,801.0E-3,801.3E-3,804.0E-3,78.99E-6
65.85E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,89.21E-3,1.199,1.199,989.8E-3,990.2E-3,993.8E-3,88.19E-6
66.98E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,65.96E-3,1.199,1.200,1.086,1.086,1.088,75.23E-6
68.01E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,50.25E-3,1.199,1.200,1.129,1.129,1.131,66.21E-6
68.94E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,39.22E-3,1.199,1.200,1.152,1.152,1.153,76.63E-6
69.95E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,30.11E-3,1.200,1.200,1.167,1.167,1.168,104.2E-6
71.09E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,22.36E-3,1.200,1.200,1.178,1.178,1.178,146.4E-6
72.23E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,16.68E-3,1.200,1.200,1.185,1.185,1.185,190.2E-6
73.13E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,13.28E-3,1.200,1.200,1.188,1.188,1.188,222.1E-6
74.21E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,10.10E-3,1.200,1.199,1.191,1.191,1.191,253.4E-6
75.06E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,8.202E-3,1.200,1.198,1.192,1.193,1.193,272.3E-6
76.05E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,6.437E-3,1.200,1.196,1.194,1.194,1.194,287.2E-6
77.27E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.807E-3,1.200,1.194,1.195,1.195,1.195,296.0E-6
78.29E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.750E-3,1.200,1.193,1.195,1.196,1.196,294.5E-6
79.18E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.063E-3,1.200,1.193,1.196,1.196,1.197,287.6E-6
80.15E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,2.437E-3,1.200,1.192,1.196,1.197,1.197,277.4E-6
81.57E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.778E-3,1.200,1.193,1.197,1.197,1.198,263.9E-6
82.89E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.319E-3,1.200,1.194,1.197,1.197,1.198,254.4E-6
84.20E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.010E-3,1.200,1.195,1.198,1.198,1.199,245.8E-6
85.63E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,741.1E-6,1.200,1.197,1.198,1.198,1.199,234.8E-6
87.73E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,505.0E-6,1.200,1.200,1.199,1.199,1.199,213.8E-6
89.34E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,364.6E-6,1.201,1.205,1.199,1.199,1.199,194.4E-6
91.20E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,279.4E-6,1.200,1.212,1.199,1.199,1.200,170.0E-6
92.56E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,211.9E-6,1.200,1.217,1.200,1.199,1.200,151.8E-6
93.99E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,184.6E-6,1.200,1.222,1.200,1.199,1.200,134.3E-6
95.37E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,138.6E-6,1.199,1.227,1.200,1.199,1.200,122.8E-6
96.34E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,135.2E-6,1.198,1.230,1.201,1.199,1.200,121.9E-6
97.44E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,103.6E-6,1.196,1.234,1.203,1.200,1.200,135.0E-6
99.02E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,98.42E-6,1.194,1.241,1.206,1.201,1.200,195.7E-6
100.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,70.54E-6,1.193,1.249,1.210,1.203,1.200,306.0E-6
101.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,73.26E-6,1.193,1.252,1.214,1.206,1.200,480.2E-6
103.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,49.25E-6,1.193,1.228,1.215,1.211,1.200,733.3E-6
105.0E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,55.74E-6,1.195,1.156,1.215,1.215,1.201,944.6E-6
106.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,36.17E-6,1.196,1.038,1.212,1.219,1.201,1.089E-3
108.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,44.20E-6,1.199,855.1E-3,1.207,1.224,1.201,1.187E-3
109.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,25.87E-6,1.203,633.1E-3,1.202,1.227,1.201,1.215E-3
111.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,35.60E-6,1.209,425.1E-3,1.200,1.227,1.201,1.143E-3
113.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,19.45E-6,1.215,262.1E-3,1.199,1.224,1.201,887.7E-6
114.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,30.48E-6,1.220,174.9E-3,1.199,1.217,1.202,312.5E-6
115.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,15.41E-6,1.225,116.4E-3,1.200,1.209,1.202,-1.150E-3
117.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,26.52E-6,1.230,75.01E-3,1.201,1.199,1.203,-3.782E-3
118.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,12.01E-6,1.236,47.60E-3,1.203,1.192,1.204,-7.047E-3
120.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,23.12E-6,1.243,29.29E-3,1.205,1.187,1.204,-10.61E-3
122.0E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,9.468E-6,1.251,19.36E-3,1.207,1.184,1.202,-13.73E-3
123.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,20.53E-6,1.246,11.71E-3,1.211,1.184,1.200,-17.75E-3
125.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,7.368E-6,1.191,7.453E-3,1.214,1.185,1.199,-22.23E-3
126.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,18.57E-6,1.093,5.119E-3,1.217,1.187,1.199,-27.12E-3
128.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.889E-6,923.7E-3,3.312E-3,1.220,1.188,1.199,-33.81E-3
130.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,16.94E-6,745.2E-3,2.283E-3,1.221,1.190,1.200,-36.10E-3
131.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.681E-6,524.9E-3,1.513E-3,1.220,1.191,1.201,-11.67E-3
133.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,15.57E-6,338.8E-3,1.037E-3,1.208,1.193,1.202,82.26E-3
134.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.846E-6,230.6E-3,791.4E-6,1.184,1.193,1.203,223.8E-3
135.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,14.62E-6,159.4E-3,586.6E-6,1.129,1.194,1.205,419.4E-3
137.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,3.174E-6,107.3E-3,442.8E-6,1.032,1.195,1.205,671.0E-3
138.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,13.76E-6,73.17E-3,323.7E-6,901.2E-3,1.195,1.205,910.0E-3
139.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,2.762E-6,54.41E-3,271.8E-6,777.7E-3,1.196,1.204,1.044
140.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,13.21E-6,42.61E-3,220.3E-6,662.8E-3,1.196,1.203,1.102
141.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,2.460E-6,32.07E-3,192.8E-6,519.9E-3,1.197,1.203,1.139
142.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,12.62E-6,25.30E-3,157.1E-6,396.2E-3,1.197,1.202,1.159
143.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,2.170E-6,19.01E-3,142.9E-6,252.5E-3,1.197,1.201,1.174
144.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,11.98E-6,13.48E-3,110.3E-6,119.7E-3,1.197,1.200,1.185
145.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.833E-6,10.36E-3,106.9E-6,66.83E-3,1.198,1.199,1.190
146.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,11.48E-6,7.739E-3,84.28E-6,36.87E-3,1.198,1.199,1.193
147.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.574E-6,5.894E-3,83.86E-6,22.23E-3,1.198,1.198,1.195
148.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,10.99E-6,4.385E-3,64.13E-6,13.64E-3,1.198,1.198,1.197
150.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.230E-6,2.959E-3,63.07E-6,8.245E-3,1.199,1.197,1.198
152.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,10.36E-6,1.805E-3,42.53E-6,5.355E-3,1.199,1.197,1.199
154.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,677.0E-9,949.2E-6,41.90E-6,3.734E-3,1.199,1.197,1.200
158.1E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,9.547E-6,461.1E-6,23.78E-6,2.597E-3,1.199,1.197,1.200
161.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-45.67E-9,204.8E-6,26.56E-6,1.760E-3,1.200,1.198,1.200
166.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,8.667E-6,98.13E-6,11.64E-6,1.103E-3,1.200,1.199,1.200
171.7E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-829.9E-9,41.89E-6,16.97E-6,654.4E-6,1.200,1.199,1.200
178.3E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,7.714E-6,29.25E-6,4.595E-6,329.4E-6,1.200,1.199,1.200
186.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-1.660E-6,11.99E-6,11.82E-6,159.0E-6,1.200,1.200,1.200
198.0E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,6.708E-6,13.78E-6,803.1E-9,50.00E-6,1.200,1.200,1.200
212.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-2.494E-6,2.754E-6,8.497E-6,28.96E-6,1.200,1.200,1.200
231.6E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.769E-6,7.631E-6,-1.769E-6,2.242E-6,1.200,1.200,1.200
257.0E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-3.167E-6,-951.8E-9,6.353E-6,13.23E-6,1.200,1.200,1.200
292.2E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,5.040E-6,4.938E-6,-3.273E-6,-4.703E-6,1.200,1.200,1.200
339.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-3.620E-6,-2.461E-6,5.244E-6,9.312E-6,1.200,1.200,1.200
403.0E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.583E-6,3.927E-6,-3.941E-6,-6.752E-6,1.200,1.200,1.200
488.5E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-3.815E-6,-2.946E-6,4.812E-6,8.103E-6,1.200,1.200,1.200
604.4E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.350E-6,3.591E-6,-4.186E-6,-7.321E-6,1.200,1.200,1.200
761.8E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-3.869E-6,-3.084E-6,4.669E-6,7.737E-6,1.200,1.200,1.200
976.9E-12,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.239E-6,3.485E-6,-4.267E-6,-7.464E-6,1.200,1.200,1.200
1.272E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-3.865E-6,-3.119E-6,4.629E-6,7.625E-6,1.200,1.200,1.200
1.678E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.182E-6,3.453E-6,-4.295E-6,-7.492E-6,1.200,1.200,1.200
2.240E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-3.845E-6,-3.127E-6,4.621E-6,7.587E-6,1.200,1.200,1.200
3.021E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.151E-6,3.443E-6,-4.305E-6,-7.493E-6,1.200,1.200,1.200
4.099E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,-3.827E-6,-3.129E-6,4.621E-6,7.573E-6,1.200,1.200,1.200
5.010E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,4.126E-6,3.441E-6,-4.311E-6,-7.487E-6,1.200,1.200,1.200
